complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
19-0490,28908731,latino,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0490,83137933,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0490,55333768,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0491,62778550,black,male,5200 TRAFFIC DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0491,62778550,black,male,5200 TRAFFIC DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0491,62778550,black,male,5200 TRAFFIC DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0492,21507379,black,male,5200 TRAFFIC DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0493,NA,NA,NA,NA,Investigation OnGoing,Pending,Pending
19-0494,80680944,latino,male,1500 15TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0495,78374673,asian,male,0100 01ST DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0495,78374673,asian,male,0100 01ST DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0495,78374673,asian,male,0100 01ST DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0495,42412645,white,male,1700 17TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0495,42412645,white,male,1700 17TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0495,42412645,white,male,1700 17TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0496,73713724,white,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
19-0497,84990674,black,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0497,84990674,black,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0497,84990674,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0497,80850202,black,female,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0497,80850202,black,female,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0498,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
19-0498,NA,NA,NA,NA,Verbal Abuse,No Sustained Findings,Not Applicable
19-0499,13519117,white,female,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0500,50108568,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0500,79842378,white,male,7401 NARC FIELD UNIT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0500,50108568,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0500,80276681,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0500,70412675,latino,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0500,55343896,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0501,NA,NA,NA,NA,Physical Abuse,No Sustained Findings,Not Applicable
19-0502,87549116,white,male,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0502,87549116,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0502,87549116,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0502,73930189,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0502,73930189,white,male,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0502,73930189,white,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0502,73930189,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0502,73930189,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0502,73930189,white,male,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0503,23668596,black,male,7700 AIRPORT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0503,23668596,black,male,7700 AIRPORT,Departmental Violation,No Sustained Findings,Not Applicable
19-0503,23668596,black,male,7700 AIRPORT,Departmental Violation,No Sustained Findings,Not Applicable
19-0504,37467080,black,female,4921 RADIO ROOM 1,Departmental Violation,Sustained Finding,Pending
19-0504,37467080,black,female,4921 RADIO ROOM 1,Lack of Service,No Sustained Findings,Not Applicable
19-0504,92526437,black,female,4921 RADIO ROOM 1,Lack of Service,No Sustained Findings,Not Applicable
19-0504,39170305,latino,female,4923 RADIO ROOM 3,Lack of Service,No Sustained Findings,Not Applicable
19-0504,37864305,latino,male,4923 RADIO ROOM 3,Departmental Violation,Sustained Finding,Pending
19-0504,37864305,latino,male,4923 RADIO ROOM 3,Lack of Service,No Sustained Findings,Not Applicable
19-0505,82090284,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0505,82090284,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0505,65048257,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0505,65048257,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0505,65048257,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0506,82845594,white,male,1900 19TH DISTRICT,Verbal Abuse,Sustained Finding,Pending
19-0506,63150712,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0506,82845594,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0506,82845594,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0506,74887029,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0506,74887029,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0506,74887029,white,male,1900 19TH DISTRICT,Verbal Abuse,Sustained Finding,Pending
19-0507,70888177,white,male,1800 18TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
19-0507,85132295,white,male,1800 18TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
19-0508,70765954,white,male,2600 26TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0508,29431611,white,male,2600 26TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0508,43852884,white,male,2600 26TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0604,92113077,white,male,7700 AIRPORT,Harassment,No Sustained Findings,Not Applicable
19-0508,95949708,black,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0508,95949708,black,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0509,20227300,asian,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0509,97381021,black,male,9807 SUMMER INITIATIVE,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0509,20227300,asian,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0509,97381021,black,male,9807 SUMMER INITIATIVE,Departmental Violation,Sustained Finding,Pending
19-0509,97381021,black,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
19-0509,20227300,asian,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0510,77123090,black,female,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0510,77123090,black,female,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0510,77123090,black,female,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0511,86917917,black,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
19-0512,54806424,white,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0513,15870363,latino,female,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0513,29468519,latino,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0514,48024598,white,female,7500 DVIC,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
19-0515,45268060,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0515,97007829,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0515,45325738,latino,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0516,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
19-0516,88128129,white,female,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0516,12471124,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0517,87412988,white,male,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0518,11800100,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0518,11800100,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0518,74335481,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0518,74335481,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0519,33468400,latino,male,1700 17TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0519,31871263,black,male,1700 17TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0519,33468400,latino,male,1700 17TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0520,46989480,latino,male,0200 02ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
19-0521,58002588,black,female,6600 NORTHWEST DETECTIVE,Departmental Violation,Sustained Finding,Training/Counseling
19-0521,16850206,white,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0521,16850206,white,male,1600 16TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0521,14563505,white,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0521,14563505,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0522,73557168,black,male,1700 17TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0523,28716642,white,female,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0523,31660806,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0523,31660806,white,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0523,28716642,white,female,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0523,28716642,white,female,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0523,31660806,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0524,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
19-0525,57364694,black,male,0700 07TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0525,57364694,black,male,0700 07TH DISTRICT,#VALUE!,#VALUE!,#VALUE!
19-0526,34162599,black,female,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0527,82711870,black,male,7401 NARC FIELD UNIT,Departmental Violation,Sustained Finding,Pending
19-0527,82711870,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0527,37000848,black,male,7401 NARC FIELD UNIT,Departmental Violation,Sustained Finding,Training/Counseling
19-0527,37000848,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0527,37000848,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0527,82711870,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0528,18892804,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
19-0529,16933977,black,male,6702 SPECIAL VICTIMS UNI,Departmental Violation,No Sustained Findings,Not Applicable
19-0530,67980577,white,male,6002 MAJOR CRIMES UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0530,71554567,white,male,7800 AVIATION UNIT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0530,71554567,white,male,7800 AVIATION UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0531,67980577,white,male,6002 MAJOR CRIMES UNIT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
19-0532,NA,NA,NA,NA,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
20-0230,NA,NA,NA,NA,Verbal Abuse,No Sustained Findings,Not Applicable
19-0533,29180642,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0533,13173734,latino,male,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0533,13173734,latino,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0533,29180642,black,male,3500 35TH DISTRICT,Harassment,Sustained Finding,Pending
19-0533,29180642,black,male,3500 35TH DISTRICT,Unprofessional Conduct,Sustained Finding,Pending
19-0533,13173734,latino,male,3500 35TH DISTRICT,Unprofessional Conduct,Sustained Finding,Pending
19-0533,29180642,black,male,3500 35TH DISTRICT,Verbal Abuse,Sustained Finding,Pending
19-0533,29180642,black,male,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0534,22282258,white,male,0800 08TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0535,90630266,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0535,90630266,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0535,50953828,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0535,50953828,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0536,84902955,black,female,3500 35TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0537,72965280,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0537,72965280,white,male,1400 14TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0538,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
19-0539,NA,NA,NA,NA,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0539,61521474,white,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0539,73698789,white,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0540,13173734,latino,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0540,13173734,latino,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0540,13173734,latino,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0540,13173734,latino,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0540,29180642,black,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0540,29180642,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0540,29180642,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0541,65224382,black,male,1900 19TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0541,65007917,black,male,1900 19TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0542,35772439,white,female,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0542,41700937,white,male,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0542,41700937,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0542,35772439,white,female,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0542,35772439,white,female,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0542,41700937,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0542,35772439,white,female,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0542,64919168,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0542,41700937,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0543,59868032,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0543,59868032,white,male,2400 24TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0543,62367765,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0543,46863824,white,female,1500 15TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0543,62367765,white,male,2400 24TH DISTRICT,Verbal Abuse,Sustained Finding,Pending
19-0543,62367765,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0543,94790307,white,male,2400 24TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0543,94790307,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0544,41980745,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
19-0545,NA,NA,NA,NA,Criminal Allegation,No Sustained Findings,Not Applicable
19-0546,71554567,white,male,7800 AVIATION UNIT,Investigation OnGoing,Pending,Pending
19-0546,17518998,white,male,7800 AVIATION UNIT,Investigation OnGoing,Pending,Pending
19-0547,39659540,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0548,53047067,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0548,53047067,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0548,18814527,white,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0548,29657346,latino,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0548,49576761,white,male,0300 03RD DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0548,53047067,white,male,2200 22ND DISTRICT,Verbal Abuse,Sustained Finding,Pending
19-0548,13206006,other,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0548,41842729,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0548,22230760,black,male,9807 SUMMER INITIATIVE,Departmental Violation,Sustained Finding,Pending
19-0548,22230760,black,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
19-0548,41842729,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0549,84430887,white,male,6003 HOMICIDE UNIT,No C.A.P. Investigation,Not Applicable,Not Applicable
19-0550,13381959,latino,female,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
19-0551,44749643,white,male,4500 CENTER CITY DISTRIC,Departmental Violation,Sustained Finding,Guilty Finding
19-0551,44749643,white,male,4500 CENTER CITY DISTRIC,Departmental Violation,Sustained Finding,Guilty Finding
19-0551,44749643,white,male,4500 CENTER CITY DISTRIC,Verbal Abuse,Sustained Finding,Guilty Finding
19-0552,95374986,black,male,5400 AID,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0552,95374986,black,male,5400 AID,Lack of Service,No Sustained Findings,Not Applicable
19-0552,95374986,black,male,5400 AID,Lack of Service,No Sustained Findings,Not Applicable
19-0553,69714700,black,male,5300 HIGHWAY PATROL,Investigation OnGoing,Pending,Pending
19-0554,64149782,white,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,74537698,white,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,74537698,white,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,48095666,black,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,74537698,white,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,48095666,black,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,45466844,white,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,15488073,black,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,64149782,white,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,48095666,black,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,76901819,black,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,76901819,black,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0554,76901819,black,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0555,38794881,white,female,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0555,21255380,white,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0556,NA,NA,NA,NA,Harassment,No Sustained Findings,Not Applicable
19-0557,10606881,black,male,9815 EXTERNAL SERVICES,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable
19-0557,10606881,black,male,9815 EXTERNAL SERVICES,Verbal Abuse,Sustained Finding,Pending
19-0558,23622762,white,male,1400 14TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0559,73332635,latino,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0559,62139798,white,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
19-0559,62139798,white,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
19-0559,84344713,white,male,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0559,73332635,latino,male,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0559,73332635,latino,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0559,62139798,white,male,9807 SUMMER INITIATIVE,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0559,59853097,white,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
19-0559,59853097,white,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
19-0559,59853097,white,male,9807 SUMMER INITIATIVE,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0559,84344713,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0559,84344713,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0560,59959012,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0560,49777089,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0560,49777089,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0560,49777089,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0560,59959012,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0561,40636979,black,male,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0561,40636979,black,male,1600 16TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0561,90817720,black,female,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0561,90817720,black,female,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0562,87507402,latino,male,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0562,54817926,white,male,0100 01ST DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
19-0563,18964044,white,male,0800 08TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0563,87730905,white,male,0800 08TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0563,61380884,white,male,0800 08TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0564,NA,NA,NA,NA,Criminal Allegation,No Sustained Findings,Not Applicable
19-0564,NA,NA,NA,NA,Physical Abuse,No Sustained Findings,Not Applicable
19-0564,NA,NA,NA,NA,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0564,NA,NA,NA,NA,Departmental Violation,No Sustained Findings,Not Applicable
19-0565,31795389,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0565,77173730,latino,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0566,57955552,white,male,2600 26TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0567,95972711,white,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0567,95972711,white,male,0200 02ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
20-0452,NA,NA,NA,NA,Investigation OnGoing,Pending,Pending
19-0567,95972711,white,male,0200 02ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0567,39493715,white,female,0200 02ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0568,70888177,white,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0568,70888177,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0568,70888177,white,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0568,85132295,white,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0568,85132295,white,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0568,85132295,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0568,85132295,white,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0568,85132295,white,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0569,64844323,black,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0570,28261567,black,male,5200 TRAFFIC DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0571,91412011,white,female,2600 26TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0571,29431611,white,male,2600 26TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0571,29431611,white,male,2600 26TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0572,31660806,white,male,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0572,28716642,white,female,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0572,28716642,white,female,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0573,27059766,black,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0573,67976285,black,female,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0573,86676217,white,male,3500 35TH DISTRICT,Unprofessional Conduct,Sustained Finding,Pending
19-0573,86676217,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0574,91294595,black,female,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0574,24895116,latino,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0574,15937139,black,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0575,12291738,black,male,3900 39TH DISTRICT,Domestic,No Sustained Findings,Not Applicable
19-0576,64114419,white,female,4922 RADIO ROOM 2,Departmental Violation,Sustained Finding,Pending
19-0576,64114419,white,female,4922 RADIO ROOM 2,Lack of Service,Sustained Finding,Pending
19-0577,35710298,white,male,2500 25TH DISTRICT,Investigation OnGoing,Pending,Pending
